note,accord,note_frequency,accord_frequency,cooccurrence_count,p_accord_given_note,lift,p_rank,lift_rank,selected_by
Vetiver,fresh spicy,17674,47271,9193,0.5201425823243182,1.4516809647785598,4.0,,P_TOP5
Vetiver,earthy,17674,19049,8223,0.46525970351929385,3.222306298771612,5.0,1.0,P_AND_LIFT_TOP5
Vetiver,cannabis,17674,388,90,0.005092225868507412,1.7314880382272755,,3.0,LIFT_TOP5
Vetiver,lavender,17674,8336,1752,0.09912866357361096,1.5688633139715082,,4.0,LIFT_TOP5
Vetiver,mossy,17674,6173,1217,0.06885820979970578,1.471644843491849,,5.0,LIFT_TOP5
Vetiver Root,aromatic,53,54606,48,0.9056603773584906,2.1881070502308475,1.0,3.0,P_AND_LIFT_TOP5
Vetiver Root,woody,53,81432,44,0.8301886792452831,1.3450092402597282,2.0,5.0,P_AND_LIFT_TOP5
Vetiver Root,fresh spicy,53,47271,33,0.6226415094339622,1.7377481825986894,3.0,4.0,P_AND_LIFT_TOP5
Vetiver Root,green,53,29755,28,0.5283018867924528,2.3424254049581013,4.0,2.0,P_AND_LIFT_TOP5
Vetiver Root,citrus,53,59969,28,0.5283018867924528,1.1622482936938803,5.0,,P_TOP5
Vetiver Root,earthy,53,19049,26,0.49056603773584906,3.3975734872429295,,1.0,LIFT_TOP5
Vetyver,woody,409,81432,357,0.8728606356968215,1.4141431337494064,1.0,,P_TOP5
Vetyver,aromatic,409,54606,310,0.7579462102689487,1.831224472050368,2.0,5.0,P_AND_LIFT_TOP5
Vetyver,citrus,409,59969,220,0.5378973105134475,1.1833579378685508,3.0,,P_TOP5
Vetyver,fresh spicy,409,47271,200,0.4889975550122249,1.364757407982967,4.0,,P_TOP5
Vetyver,earthy,409,19049,188,0.45965770171149145,3.1835078264894254,5.0,1.0,P_AND_LIFT_TOP5
Vetyver,herbal,409,8607,57,0.1393643031784841,2.136206868634531,,2.0,LIFT_TOP5
Vetyver,aldehydic,409,3556,22,0.05378973105134474,1.9956353255354082,,3.0,LIFT_TOP5
Vetyver,yellow floral,409,6986,40,0.097799511002445,1.8469352256731415,,4.0,LIFT_TOP5
Vine,green,53,29755,47,0.8867924528301887,3.931928358322527,1.0,1.0,P_AND_LIFT_TOP5
Vine,aromatic,53,54606,41,0.7735849056603774,1.8690081054055157,2.0,2.0,P_AND_LIFT_TOP5
Vine,woody,53,81432,35,0.660377358490566,1.0698937138429656,3.0,5.0,P_AND_LIFT_TOP5
Vine,citrus,53,59969,24,0.4528301886792453,0.996212823166183,4.0,,P_TOP5
Vine,fruity,53,43222,22,0.41509433962264153,1.2670259642407824,5.0,3.0,P_AND_LIFT_TOP5
Vine,fresh spicy,53,47271,21,0.39622641509433965,1.1058397525628023,,4.0,LIFT_TOP5
Violet,powdery,9921,62885,8579,0.8647313778852939,1.8141688905845084,1.0,3.0,P_AND_LIFT_TOP5
Violet,woody,9921,81432,6779,0.6832980546315895,1.107028101330504,2.0,,P_TOP5
Violet,violet,9921,7614,5805,0.5851224674931963,10.138587751034592,3.0,1.0,P_AND_LIFT_TOP5
Violet,floral,9921,46586,5269,0.5310956556798709,1.5040452035771559,4.0,4.0,P_AND_LIFT_TOP5
Violet,citrus,9921,59969,4325,0.4359439572623727,0.9590636208978779,5.0,,P_TOP5
Violet,iris,9921,7451,1079,0.10875919766152606,1.9257282173513801,,2.0,LIFT_TOP5
Violet,fresh,9921,33478,3352,0.33786916641467596,1.331473777558044,,5.0,LIFT_TOP5
Violet Leaf,woody,2849,81432,1989,0.6981396981396981,1.1310734155561741,1.0,,P_TOP5
Violet Leaf,ozonic,2849,5777,1640,0.5756405756405757,13.145968693830905,2.0,1.0,P_AND_LIFT_TOP5
Violet Leaf,aromatic,2849,54606,1462,0.5131625131625132,1.2398185247322704,3.0,,P_TOP5
Violet Leaf,citrus,2849,59969,1369,0.4805194805194805,1.0571284341065394,4.0,,P_TOP5
Violet Leaf,powdery,2849,62885,1223,0.42927342927342926,0.9005970187492013,5.0,,P_TOP5
Violet Leaf,aquatic,2849,8872,1194,0.4190944190944191,6.232092731191018,,2.0,LIFT_TOP5
Violet Leaf,iris,2849,7451,324,0.11372411372411373,2.013638749647339,,3.0,LIFT_TOP5
Violet Leaf,mineral,2849,770,33,0.011583011583011582,1.9846061274632703,,4.0,LIFT_TOP5
Violet Leaf,green,2849,29755,1175,0.4124254124254124,1.828643409890259,,5.0,LIFT_TOP5
Violet Leaves,woody,590,81432,401,0.6796610169491526,1.1011356465038522,1.0,,P_TOP5
Violet Leaves,ozonic,590,5777,328,0.5559322033898305,12.695886375838729,2.0,1.0,P_AND_LIFT_TOP5
Violet Leaves,citrus,590,59969,290,0.4915254237288136,1.0813411788180955,3.0,,P_TOP5
Violet Leaves,aromatic,590,54606,278,0.4711864406779661,1.138402869989453,4.0,,P_TOP5
Violet Leaves,powdery,590,62885,268,0.4542372881355932,0.9529701108965384,5.0,,P_TOP5
Violet Leaves,aquatic,590,8872,262,0.4440677966101695,6.60345631275695,,2.0,LIFT_TOP5
Violet Leaves,iris,590,7451,63,0.10677966101694915,1.89067785236426,,3.0,LIFT_TOP5
Violet Leaves,leather,590,10809,84,0.1423728813559322,1.737742088749018,,4.0,LIFT_TOP5
Violet Leaves,green,590,29755,231,0.39152542372881355,1.7359754378269996,,5.0,LIFT_TOP5
Violet Root,powdery,67,62885,52,0.7761194029850746,1.6282648141181664,1.0,4.0,P_AND_LIFT_TOP5
Violet Root,woody,67,81432,41,0.6119402985074627,0.9914196333393451,2.0,,P_TOP5
Violet Root,fruity,67,43222,39,0.582089552238806,1.7767589335723861,3.0,2.0,P_AND_LIFT_TOP5
Violet Root,floral,67,46586,39,0.582089552238806,1.648458219784177,4.0,3.0,P_AND_LIFT_TOP5
Violet Root,sweet,67,60625,30,0.44776119402985076,0.9744022157254962,5.0,,P_TOP5
Violet Root,violet,67,7614,28,0.417910447761194,7.241256287514359,,1.0,LIFT_TOP5
Violet Root,fresh,67,33478,24,0.3582089552238806,1.4116287550835345,,5.0,LIFT_TOP5
Virginia Cedar,woody,2694,81432,2411,0.8949517446176689,1.4499334864354192,1.0,3.0,P_AND_LIFT_TOP5
Virginia Cedar,aromatic,2694,54606,1588,0.5894580549368968,1.4241512139293264,2.0,4.0,P_AND_LIFT_TOP5
Virginia Cedar,citrus,2694,59969,1498,0.5560504825538233,1.2232943714806968,3.0,,P_TOP5
Virginia Cedar,powdery,2694,62885,1468,0.5449146250927989,1.1432072272957454,4.0,,P_TOP5
Virginia Cedar,fresh spicy,2694,47271,1228,0.45582776540460285,1.2721828835825189,5.0,,P_TOP5
Virginia Cedar,anis,2694,1418,53,0.01967334818114328,1.8303983254853549,,1.0,LIFT_TOP5
Virginia Cedar,conifer,2694,1828,60,0.022271714922048998,1.6073891409551009,,2.0,LIFT_TOP5
Virginia Cedar,lavender,2694,8336,227,0.08426132145508537,1.3335647960136052,,5.0,LIFT_TOP5
Virginian Cedar,woody,337,81432,303,0.8991097922848664,1.4566700424420673,1.0,5.0,P_AND_LIFT_TOP5
Virginian Cedar,aromatic,337,54606,198,0.5875370919881305,1.4195101004650417,2.0,,P_TOP5
Virginian Cedar,powdery,337,62885,182,0.5400593471810089,1.1330210650169437,3.0,,P_TOP5
Virginian Cedar,citrus,337,59969,167,0.49554896142433236,1.090192840979709,4.0,,P_TOP5
Virginian Cedar,fresh spicy,337,47271,150,0.44510385756676557,1.2422532192841993,5.0,,P_TOP5
Virginian Cedar,tobacco,337,4372,25,0.07418397626112759,2.2385846267453258,,1.0,LIFT_TOP5
Virginian Cedar,leather,337,10809,43,0.12759643916913946,1.557387197667182,,2.0,LIFT_TOP5
Virginian Cedar,iris,337,7451,29,0.08605341246290801,1.5236916798055904,,3.0,LIFT_TOP5
Virginian Cedar,earthy,337,19049,71,0.21068249258160238,1.4591496270823037,,4.0,LIFT_TOP5
Vodka,vodka,111,87,85,0.7657657657657657,1161.2353733043387,1.0,1.0,P_AND_LIFT_TOP5
Vodka,woody,111,81432,58,0.5225225225225225,0.8465516798850132,2.0,,P_TOP5
Vodka,citrus,111,59969,55,0.4954954954954955,1.0900752175410748,3.0,,P_TOP5
Vodka,sweet,111,60625,55,0.4954954954954955,1.07827992941395,4.0,,P_TOP5
Vodka,fresh spicy,111,47271,53,0.4774774774774775,1.3326056906687738,5.0,4.0,P_AND_LIFT_TOP5
Vodka,green,111,29755,38,0.34234234234234234,1.5179037212308932,,2.0,LIFT_TOP5
Vodka,fresh,111,33478,41,0.36936936936936937,1.4556096810114374,,3.0,LIFT_TOP5
Vodka,fruity,111,43222,41,0.36936936936936937,1.1274559460668387,,5.0,LIFT_TOP5
Walnut,woody,159,81432,150,0.9433962264150944,1.5284195912042366,1.0,2.0,P_AND_LIFT_TOP5
Walnut,nutty,159,3619,116,0.7295597484276729,26.595970602393727,2.0,1.0,P_AND_LIFT_TOP5
Walnut,sweet,159,60625,109,0.6855345911949685,1.4918363483109642,3.0,3.0,P_AND_LIFT_TOP5
Walnut,warm spicy,159,45319,74,0.46540880503144655,1.35487066457333,4.0,4.0,P_AND_LIFT_TOP5
Walnut,powdery,159,62885,63,0.39622641509433965,0.831265817657569,5.0,,P_TOP5
Walnut,vanilla,159,34562,55,0.34591194968553457,1.3204144297787332,,5.0,LIFT_TOP5
Water,fresh,57,33478,45,0.7894736842105263,3.1111554799538426,1.0,2.0,P_AND_LIFT_TOP5
Water,aquatic,57,8872,44,0.7719298245614035,11.47888883615712,2.0,1.0,P_AND_LIFT_TOP5
Water,citrus,57,59969,27,0.47368421052631576,1.0420910452856782,3.0,,P_TOP5
Water,green,57,29755,24,0.42105263157894735,1.8668954355305167,4.0,3.0,P_AND_LIFT_TOP5
Water,woody,57,81432,24,0.42105263157894735,0.6821577964953646,5.0,,P_TOP5
Water,musky,57,41154,23,0.40350877192982454,1.2935537804515176,,4.0,LIFT_TOP5
Water,fresh spicy,57,47271,22,0.38596491228070173,1.077200627809714,,5.0,LIFT_TOP5
Water Hyacinth,floral,89,46586,81,0.9101123595505618,2.577407882099893,1.0,3.0,P_AND_LIFT_TOP5
Water Hyacinth,woody,89,81432,52,0.5842696629213483,0.9465897513166014,2.0,,P_TOP5
Water Hyacinth,aquatic,89,8872,49,0.550561797752809,8.187062441110019,3.0,1.0,P_AND_LIFT_TOP5
Water Hyacinth,green,89,29755,49,0.550561797752809,2.441123104605212,4.0,4.0,P_AND_LIFT_TOP5
Water Hyacinth,fresh,89,33478,44,0.4943820224719101,1.948259161978586,5.0,5.0,P_AND_LIFT_TOP5
Water Hyacinth,ozonic,89,5777,30,0.33707865168539325,7.697903153341515,,2.0,LIFT_TOP5
Water Jasmine,white floral,157,39497,113,0.7197452229299363,2.4041316368622048,1.0,3.0,P_AND_LIFT_TOP5
Water Jasmine,woody,157,81432,110,0.7006369426751592,1.1351192632765221,2.0,,P_TOP5
Water Jasmine,citrus,157,59969,97,0.6178343949044586,1.3592171241765783,3.0,,P_TOP5
Water Jasmine,powdery,157,62885,76,0.4840764331210191,1.0155713416817373,4.0,,P_TOP5
Water Jasmine,floral,157,46586,75,0.47770700636942676,1.3528503273584012,5.0,,P_TOP5
Water Jasmine,salty,157,2520,24,0.15286624203821655,8.0030330603579,,1.0,LIFT_TOP5
Water Jasmine,aquatic,157,8872,29,0.18471337579617833,2.7467578526589054,,2.0,LIFT_TOP5
Water Jasmine,green,157,29755,53,0.3375796178343949,1.4967863882000243,,4.0,LIFT_TOP5
Water Jasmine,fresh,157,33478,58,0.36942675159235666,1.4558358127002693,,5.0,LIFT_TOP5
Water Lily,floral,1182,46586,1054,0.8917089678510999,2.5252900899110378,1.0,3.0,P_AND_LIFT_TOP5
Water Lily,fresh,1182,33478,833,0.7047377326565144,2.777228301253777,2.0,2.0,P_AND_LIFT_TOP5
Water Lily,aquatic,1182,8872,672,0.5685279187817259,8.454225464931593,3.0,1.0,P_AND_LIFT_TOP5
Water Lily,citrus,1182,59969,611,0.5169204737732657,1.1372095266705622,4.0,,P_TOP5
Water Lily,woody,1182,81432,607,0.5135363790186125,0.8319930062374196,5.0,,P_TOP5
Water Lily,ozonic,1182,5777,124,0.10490693739424704,2.3957715510512396,,4.0,LIFT_TOP5
Water Lily,marine,1182,4326,83,0.07021996615905245,2.141497950846923,,5.0,LIFT_TOP5
Water Mint,aromatic,54,54606,51,0.9444444444444444,2.2818107086319372,1.0,3.0,P_AND_LIFT_TOP5
Water Mint,fresh spicy,54,47271,50,0.9259259259259259,2.584193425301081,2.0,2.0,P_AND_LIFT_TOP5
Water Mint,green,54,29755,49,0.9074074074074074,4.023332524256738,3.0,1.0,P_AND_LIFT_TOP5
Water Mint,woody,54,81432,37,0.6851851851851852,1.1100854882783362,4.0,5.0,P_AND_LIFT_TOP5
Water Mint,citrus,54,59969,29,0.5370370370370371,1.1814653620419933,5.0,4.0,P_AND_LIFT_TOP5
Water Notes,aquatic,1001,8872,872,0.8711288711288712,12.954016227235343,1.0,1.0,P_AND_LIFT_TOP5
Water Notes,fresh,1001,33478,769,0.7682317682317682,3.0274454024379347,2.0,2.0,P_AND_LIFT_TOP5
Water Notes,woody,1001,81432,615,0.6143856143856143,0.9953813501558859,3.0,,P_TOP5
Water Notes,citrus,1001,59969,548,0.5474525474525475,1.2043791723292798,4.0,,P_TOP5
Water Notes,aromatic,1001,54606,484,0.4835164835164835,1.1681926834107914,5.0,,P_TOP5
Water Notes,ozonic,1001,5777,128,0.12787212787212787,2.9202301939016495,,3.0,LIFT_TOP5
Water Notes,salty,1001,2520,44,0.04395604395604396,2.301238444095587,,4.0,LIFT_TOP5
Water Notes,marine,1001,4326,72,0.07192807192807193,2.193590043798088,,5.0,LIFT_TOP5
Watermelon,ozonic,910,5777,734,0.8065934065934066,18.42026451997025,1.0,1.0,P_AND_LIFT_TOP5
Watermelon,aquatic,910,8872,733,0.8054945054945055,11.97800835323378,2.0,2.0,P_AND_LIFT_TOP5
Watermelon,fruity,910,43222,614,0.6747252747252748,2.0595184279881886,3.0,,P_TOP5
Watermelon,woody,910,81432,439,0.4824175824175824,0.7815766731549225,4.0,,P_TOP5
Watermelon,citrus,910,59969,426,0.46813186813186813,1.029876058674271,5.0,,P_TOP5
Watermelon,marine,910,4326,74,0.08131868131868132,2.479975410627283,,3.0,LIFT_TOP5
Watermelon,tropical,910,6512,104,0.11428571428571428,2.3153738153738153,,4.0,LIFT_TOP5
Watermelon,salty,910,2520,36,0.03956043956043956,2.071114599686028,,5.0,LIFT_TOP5
Watery Notes,aquatic,1004,8872,834,0.8306772908366534,12.352485908485086,1.0,1.0,P_AND_LIFT_TOP5
Watery Notes,fresh,1004,33478,777,0.7739043824701195,3.049800023277462,2.0,3.0,P_AND_LIFT_TOP5
Watery Notes,woody,1004,81432,619,0.6165338645418327,0.9988617834389919,3.0,,P_TOP5
Watery Notes,citrus,1004,59969,526,0.5239043824701195,1.1525739161780733,4.0,,P_TOP5
Watery Notes,aromatic,1004,54606,440,0.43824701195219123,1.0588200616571912,5.0,,P_TOP5
Watery Notes,ozonic,1004,5777,140,0.1394422310756972,3.1844579445762045,,2.0,LIFT_TOP5
Watery Notes,salty,1004,2520,46,0.045816733067729085,2.398651426041864,,4.0,LIFT_TOP5
Watery Notes,marine,1004,4326,63,0.06274900398406374,1.91365605539009,,5.0,LIFT_TOP5
Wheat,sweet,145,60625,99,0.6827586206896552,1.48579537859936,1.0,3.0,P_AND_LIFT_TOP5
Wheat,powdery,145,62885,71,0.4896551724137931,1.0272752945305197,2.0,,P_TOP5
Wheat,woody,145,81432,71,0.4896551724137931,0.7933024719588334,3.0,,P_TOP5
Wheat,warm spicy,145,45319,60,0.41379310344827586,1.2046100782879374,4.0,,P_TOP5
Wheat,nutty,145,3619,57,0.3931034482758621,14.330516145629865,5.0,1.0,P_AND_LIFT_TOP5
Wheat,lactonic,145,7015,25,0.1724137931034483,3.2425590483446802,,2.0,LIFT_TOP5
Wheat,green,145,29755,46,0.31724137931034485,1.4066091471152342,,4.0,LIFT_TOP5
Wheat,vanilla,145,34562,53,0.36551724137931035,1.3952517115668195,,5.0,LIFT_TOP5
Whipped Cream,sweet,891,60625,864,0.9696969696969697,2.1102205560762264,1.0,,P_TOP5
Whipped Cream,vanilla,891,34562,780,0.8754208754208754,3.341654883811009,2.0,,P_TOP5
Whipped Cream,lactonic,891,7015,560,0.6285072951739619,11.82023769811843,3.0,1.0,P_AND_LIFT_TOP5
Whipped Cream,powdery,891,62885,529,0.5937149270482603,1.2455881422513635,4.0,,P_TOP5
Whipped Cream,fruity,891,43222,458,0.5140291806958474,1.5690127668595424,5.0,,P_TOP5
Whipped Cream,savory,891,654,36,0.04040404040404041,8.150619343279894,,2.0,LIFT_TOP5
Whipped Cream,chocolate,891,1554,60,0.06734006734006734,5.7169723836390505,,3.0,LIFT_TOP5
Whipped Cream,nutty,891,3619,121,0.13580246913580246,4.950654808810837,,4.0,LIFT_TOP5
Whipped Cream,coconut,891,3269,107,0.12008978675645342,4.8465725196631695,,5.0,LIFT_TOP5
Whiskey,woody,542,81432,504,0.9298892988929889,1.5065366834039693,1.0,,P_TOP5
Whiskey,whiskey,542,808,469,0.8653136531365314,141.28815626027549,2.0,1.0,P_AND_LIFT_TOP5
Whiskey,warm spicy,542,45319,426,0.7859778597785978,2.2880923904011654,3.0,,P_TOP5
Whiskey,sweet,542,60625,289,0.533210332103321,1.1603536348765549,4.0,,P_TOP5
Whiskey,amber,542,45478,248,0.4575645756457565,1.32737795120596,5.0,,P_TOP5
Whiskey,tobacco,542,4372,118,0.2177121771217712,6.569708949605507,,2.0,LIFT_TOP5
Whiskey,rum,542,1166,30,0.055350553505535055,6.262777464824391,,3.0,LIFT_TOP5
Whiskey,coffee,542,1815,40,0.07380073800738007,5.364480091081902,,4.0,LIFT_TOP5
Whiskey,chocolate,542,1554,23,0.042435424354243544,3.6026419144500323,,5.0,LIFT_TOP5
White Amber,amber,751,45478,496,0.6604527296937417,1.9159490001428239,1.0,1.0,P_AND_LIFT_TOP5
White Amber,woody,751,81432,435,0.5792276964047937,0.9384211364903775,2.0,,P_TOP5
White Amber,powdery,751,62885,431,0.5739014647137151,1.2040203584269766,3.0,,P_TOP5
White Amber,citrus,751,59969,382,0.5086551264980027,1.1190260107535808,4.0,,P_TOP5
White Amber,musky,751,41154,340,0.45272969374167776,1.4513444257019863,5.0,,P_TOP5
White Amber,animalic,751,18242,168,0.2237017310252996,1.6178582049209393,,2.0,LIFT_TOP5
White Amber,marine,751,4326,39,0.05193075898801598,1.583732092762124,,3.0,LIFT_TOP5
White Amber,salty,751,2520,21,0.02796271637816245,1.463936972924989,,4.0,LIFT_TOP5
White Amber,soft spicy,751,13661,113,0.15046604527296936,1.4531136339113424,,5.0,LIFT_TOP5
White Blossom,white floral,94,39497,68,0.723404255319149,2.416353733302664,1.0,1.0,P_AND_LIFT_TOP5
White Blossom,sweet,94,60625,55,0.5851063829787234,1.2732880017547707,2.0,4.0,P_AND_LIFT_TOP5
White Blossom,powdery,94,62885,55,0.5851063829787234,1.2275277905125703,3.0,5.0,P_AND_LIFT_TOP5
White Blossom,musky,94,41154,50,0.5319148936170213,1.7051934663676342,4.0,3.0,P_AND_LIFT_TOP5
White Blossom,woody,94,81432,50,0.5319148936170213,0.861768492913027,5.0,,P_TOP5
White Blossom,animalic,94,18242,25,0.26595744680851063,1.9234604734923149,,2.0,LIFT_TOP5
White Cedar Extract,woody,382,81432,299,0.7827225130890052,1.2681081288907612,1.0,,P_TOP5
White Cedar Extract,powdery,382,62885,208,0.5445026178010471,1.1423428538839493,2.0,,P_TOP5
White Cedar Extract,citrus,382,59969,204,0.5340314136125655,1.1748530807234698,3.0,,P_TOP5
White Cedar Extract,aromatic,382,54606,177,0.46335078534031415,1.1194716534803437,4.0,,P_TOP5
White Cedar Extract,sweet,382,60625,169,0.4424083769633508,0.9627536028498948,5.0,,P_TOP5
White Cedar Extract,ozonic,382,5777,29,0.07591623036649214,1.7337075077464617,,1.0,LIFT_TOP5
White Cedar Extract,tropical,382,6512,28,0.07329842931937172,1.4849910595983895,,2.0,LIFT_TOP5
White Cedar Extract,aquatic,382,8872,37,0.0968586387434555,1.4403246403769256,,3.0,LIFT_TOP5
White Cedar Extract,lactonic,382,7015,29,0.07591623036649214,1.427744586208312,,4.0,LIFT_TOP5
White Cedar Extract,fresh,382,33478,136,0.35602094240837695,1.4030062408727275,,5.0,LIFT_TOP5
White Chocolate,sweet,363,60625,349,0.9614325068870524,2.0922357217914858,1.0,,P_TOP5
White Chocolate,powdery,363,62885,214,0.5895316804407713,1.2368118724743733,2.0,,P_TOP5
White Chocolate,vanilla,363,34562,190,0.5234159779614325,1.9979824654953935,3.0,,P_TOP5
White Chocolate,woody,363,81432,185,0.509641873278237,0.8256834210334733,4.0,,P_TOP5
White Chocolate,chocolate,363,1554,177,0.48760330578512395,41.39607730516821,5.0,1.0,P_AND_LIFT_TOP5
White Chocolate,cacao,363,2035,28,0.07713498622589532,5.0006971659864226,,2.0,LIFT_TOP5
White Chocolate,nutty,363,3619,48,0.1322314049586777,4.820472300690342,,3.0,LIFT_TOP5
White Chocolate,caramel,363,4008,46,0.12672176308539945,4.171258034894398,,4.0,LIFT_TOP5
White Chocolate,almond,363,3438,37,0.10192837465564739,3.911405022780558,,5.0,LIFT_TOP5
White Flowers,white floral,2317,39497,1849,0.7980146741476046,2.665571460118325,1.0,1.0,P_AND_LIFT_TOP5
White Flowers,powdery,2317,62885,1298,0.5602071644367717,1.1752903109508355,2.0,,P_TOP5
White Flowers,woody,2317,81432,1290,0.5567544238239103,0.9020116309938166,3.0,,P_TOP5
White Flowers,sweet,2317,60625,1248,0.5386275356063875,1.1721423632585684,4.0,,P_TOP5
White Flowers,citrus,2317,59969,1026,0.4428139835994821,0.9741774726321878,5.0,,P_TOP5
White Flowers,animalic,2317,18242,767,0.33103150625809236,2.3940898268079227,,2.0,LIFT_TOP5
White Flowers,coconut,2317,3269,113,0.0487699611566681,1.9682535868458926,,3.0,LIFT_TOP5
White Flowers,caramel,2317,4008,126,0.054380664652567974,1.7900302114803626,,4.0,LIFT_TOP5
White Flowers,soapy,2317,1720,47,0.02028485110056107,1.5559188405215245,,5.0,LIFT_TOP5
White Ginger Lily,floral,82,46586,69,0.8414634146341463,2.382996357117652,1.0,1.0,P_AND_LIFT_TOP5
White Ginger Lily,woody,82,81432,54,0.6585365853658537,1.0669114317137867,2.0,5.0,P_AND_LIFT_TOP5
White Ginger Lily,fresh spicy,82,47271,39,0.47560975609756095,1.3273930130936773,3.0,3.0,P_AND_LIFT_TOP5
White Ginger Lily,white floral,82,39497,38,0.4634146341463415,1.5479224417785358,4.0,2.0,P_AND_LIFT_TOP5
White Ginger Lily,aromatic,82,54606,33,0.4024390243902439,0.972306715155933,5.0,,P_TOP5
White Ginger Lily,amber,82,45478,31,0.3780487804878049,1.0967055633439486,,4.0,LIFT_TOP5
White Grapefruit,citrus,135,59969,116,0.8592592592592593,1.8903445792671894,1.0,1.0,P_AND_LIFT_TOP5
White Grapefruit,aromatic,135,54606,87,0.6444444444444445,1.5570002482429688,2.0,3.0,P_AND_LIFT_TOP5
White Grapefruit,woody,135,81432,87,0.6444444444444445,1.0440804051915162,3.0,,P_TOP5
White Grapefruit,fresh spicy,135,47271,78,0.5777777777777777,1.6125366973878748,4.0,2.0,P_AND_LIFT_TOP5
White Grapefruit,sweet,135,60625,51,0.37777777777777777,0.8221067583046965,5.0,,P_TOP5
White Grapefruit,green,135,29755,46,0.34074074074074073,1.510802417271918,,4.0,LIFT_TOP5
White Grapefruit,earthy,135,19049,26,0.1925925925925926,1.3338621838805576,,5.0,LIFT_TOP5
White Honey,sweet,275,60625,236,0.8581818181818182,1.8675451921274602,1.0,3.0,P_AND_LIFT_TOP5
White Honey,honey,275,3467,213,0.7745454545454545,29.47383380968613,2.0,1.0,P_AND_LIFT_TOP5
White Honey,floral,275,46586,173,0.6290909090909091,1.7815644965518318,3.0,4.0,P_AND_LIFT_TOP5
White Honey,woody,275,81432,145,0.5272727272727272,0.8542476042476043,4.0,,P_TOP5
White Honey,white floral,275,39497,109,0.39636363636363636,1.3239550990063687,5.0,5.0,P_AND_LIFT_TOP5
White Honey,yellow floral,275,6986,36,0.13090909090909092,2.472206751164667,,2.0,LIFT_TOP5
White Iris,powdery,70,62885,63,0.9,1.8881609286793353,1.0,4.0,P_AND_LIFT_TOP5
White Iris,iris,70,7451,49,0.7,12.394443698832372,2.0,1.0,P_AND_LIFT_TOP5
White Iris,floral,70,46586,38,0.5428571428571428,1.537353343432423,3.0,5.0,P_AND_LIFT_TOP5
White Iris,citrus,70,59969,35,0.5,1.0999849922459937,4.0,,P_TOP5
White Iris,sweet,70,60625,34,0.4857142857142857,1.0569944035346097,5.0,,P_TOP5
White Iris,violet,70,7614,21,0.3,5.198187549251379,,2.0,LIFT_TOP5
White Iris,earthy,70,19049,25,0.35714285714285715,2.4735081706576274,,3.0,LIFT_TOP5
White Lily,white floral,221,39497,191,0.8642533936651584,2.8868255874178885,1.0,2.0,P_AND_LIFT_TOP5
White Lily,powdery,221,62885,124,0.5610859728506787,1.1771340128518732,2.0,,P_TOP5
White Lily,floral,221,46586,118,0.5339366515837104,1.5120908093298182,3.0,,P_TOP5
White Lily,woody,221,81432,118,0.5339366515837104,0.8650439930670856,4.0,,P_TOP5
White Lily,citrus,221,59969,95,0.4298642533936652,0.9456884548721214,5.0,,P_TOP5
White Lily,soft spicy,221,13661,80,0.36199095022624433,3.49589825513128,,1.0,LIFT_TOP5
White Lily,animalic,221,18242,59,0.2669683257918552,1.930771363979797,,3.0,LIFT_TOP5
White Lily,green,221,29755,86,0.3891402714932127,1.725399967000489,,4.0,LIFT_TOP5
White Lily,yellow floral,221,6986,20,0.09049773755656108,1.7090418717201694,,5.0,LIFT_TOP5
White Lotus,floral,103,46586,84,0.8155339805825242,2.309565063715546,1.0,3.0,P_AND_LIFT_TOP5
White Lotus,aquatic,103,8872,54,0.5242718446601942,7.796120882103181,2.0,1.0,P_AND_LIFT_TOP5
White Lotus,woody,103,81432,54,0.5242718446601942,0.8493858000051505,3.0,,P_TOP5
White Lotus,powdery,103,62885,52,0.5048543689320388,1.059162548989487,4.0,,P_TOP5
