raw_note,canonical_note,relation,evidence_source,reason,manual_review_required
Guinea Pepper,Guinea Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gun Smoke,Gun Smoke,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gustavia Flower,Gustavia Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gyokuro Tea,Gyokuro Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Génépi,Génépi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hair Pomade,Hair Pomade,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ham,Ham,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hamanasu,Hamanasu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hawaiian Fruits,Hawaiian Fruits,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hi-Fi,Hi-Fi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Himalayan Geranium,Himalayan Geranium,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Horsepower,Horsepower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Huang Lian,Huang Lian,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ice Wine,Ice Wine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Inkstick,Inkstick,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Isabella Grape,Isabella Grape,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jambu,Jambu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Japanese Bamboo Leaf,Japanese Bamboo Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Japanese Gardenia,Japanese Gardenia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jarana Flower,Jarana Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jin Xuan tea leaves,Jin Xuan tea leaves,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kabosu,Kabosu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kaempferia Galanga,Kaempferia Galanga,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kava Drink,Kava Drink,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Keemun Tea,Keemun Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kenya Rosewood,Kenya Rosewood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kiwi Jam,Kiwi Jam,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kombucha,Kombucha,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kowhai,Kowhai,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Kunafa,Kunafa,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lace,Lace,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lamduan Flower,Lamduan Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Laurissilva Forest,Laurissilva Forest,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ledum,Ledum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Limnophila aromatica,Limnophila aromatica,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lishan Tea,Lishan Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Little Doll Strawberry,Little Doll Strawberry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lollipop,Lollipop,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
MELBATONE Melbaton,MELBATONE Melbaton,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ma-Kwaen,Ma-Kwaen,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Macadamia Flower,Macadamia Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Madonna Lily,Madonna Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mandarin Orange Blossom,Mandarin Orange Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Maqui Berry,Maqui Berry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mayonnaise Accord,Mayonnaise Accord,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Me bsangs,Me bsangs,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mesquite,Mesquite,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Midori,Midori,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Millet,Millet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mimusops elengi,Mimusops elengi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Miswak,Miswak,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Morning Glory Flower,Morning Glory Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Moss flox,Moss flox,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Moxalone,Moxalone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mulberry plant,Mulberry plant,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Nalca,Nalca,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Naswar,Naswar,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Neem,Neem,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Neem tree,Neem tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Nemophila,Nemophila,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Obsidial ®,Obsidial ®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Old Furniture,Old Furniture,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Olive flower,Olive flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Orange Gelato,Orange Gelato,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Orange Jasmine,Orange Jasmine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Orange Marmalade,Orange Marmalade,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Orchid Black Diamond,Orchid Black Diamond,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ornithogalum,Ornithogalum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Oud Butter,Oud Butter,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Oud Sumatra,Oud Sumatra,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ouzo,Ouzo,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Palo Verde Tree,Palo Verde Tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pan Di Spagna,Pan Di Spagna,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pandoro,Pandoro,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Papaya Blossom,Papaya Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Paper Mulberry,Paper Mulberry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Paprika Leaf,Paprika Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Paraguayan Green Sandalwood,Paraguayan Green Sandalwood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pear Juice,Pear Juice,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pharaone®,Pharaone®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Phoebe zhennan,Phoebe zhennan,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pikul Flower,Pikul Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pinesap,Pinesap,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pinwheel Flower,Pinwheel Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pistachio Liquer,Pistachio Liquer,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pitahaya Flower,Pitahaya Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pizza,Pizza,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Plasma,Plasma,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Plum Brandy,Plum Brandy,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Poivrol,Poivrol,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pokan,Pokan,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Porcelain clay,Porcelain clay,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Portlandia,Portlandia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Priest’s Clothes,Priest’s Clothes,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
